# key	status	primaryFile	route	reason	bp
# Lane governance-explorer, wave 39, 2026-09-09. Owns src/pages/explorer/**, src/pages/defi/**, src/components/learn/**.
# Page "Governance and Utilities" (3sSzw1KewMtUbeLAv7uW0r, page 5210:118077) entered scope today; 428 of these 569
# frames had never been triaged. This file is a FIRST PASS over the whole assignment plus a measured build of the
# explorer dashboard cluster. Every row states which of the two it is. Sizes are read from live/ (harvest of 2026-09-09).
#
# NO BROWSER WAS USED. Column 6 is present only on rows this lane measured against the frame from source; a verdict
# there is a SOURCE verdict, never a render verdict. Rows marked FIRST PASS carry no column 6, so they read unknown at
# every width, which is the truth.
#
# Frames whose implementing file belongs to another lane (governance-account: src/components/governance, src/components/
# account, src/pages/account, src/components/notifications; and everything under src/pages/vault, src/pages/sports,
# src/pages/social, src/pages/rewards, src/pages/Airdrop.tsx, src/pages/GaugeVoting.tsx, src/pages/YieldVault*.tsx,
# src/pages/learn/index.tsx, src/components/home-redesign) are rowed with their carried status and NOT edited.
Account > Account settings > Security > 2FA > SMS [11301-127843]	not-started	src/services/security/twoFactorService.ts	/account?tab=security (would be the dialog's second tab)	TOTP-only service; no SMS rail exists (1440x900). Lane governance-account's file.
Frame 1000003953 [11998-347370]	partial	-	-	Loose top-level fragment named "Frame 1000003953", 700x316, not a screen and not a component state. Recorded so nobody re-triages it; excluded from the parity denominator. CORRECTED (wave67 cat-status-a, 2026-09-24; code at Skai-Trading fa36d2b9b, no Figma read: the connector was not connected), furniture -> unknown: the verdict above was taken from the name and harvested size alone, which SCHEMA.md's rule does not allow. Furniture is canvas chrome - Directory banners, Breakpoint rulers, loose shapes, stickies, author-labelled rejects - and this node is a visible FRAME "Frame 1000003953" of 700x316 (live/3sSzw1KewMtUbeLAv7uW0r__5210-118077.tsv); coverage.mjs counts such a node as genuine by design, because a default name says nobody named it, not that it holds nothing. Its children have not been read, so no status is claimed: needs a Figma read. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Frame 1000003953" 700x316, text: Net value $3,200.00 | Health Healthy | Delegated to you | Pool; beside 11998:346919 Explorer > Address > Lending (375). -> partial: the Lending tab's summary and positions; built as LendingTab in src/pages/explorer/AddressDetailPage.tsx:911. Not measured at this cut.
Frame 1000003963 [12001-366177]	partial	-	-	Loose top-level fragment named "Frame 1000003963", 700x490, not a screen and not a component state. Recorded so nobody re-triages it; excluded from the parity denominator. CORRECTED (wave67 cat-status-a, 2026-09-24; code at Skai-Trading fa36d2b9b, no Figma read: the connector was not connected), furniture -> unknown: the verdict above was taken from the name and harvested size alone, which SCHEMA.md's rule does not allow. Furniture is canvas chrome - Directory banners, Breakpoint rulers, loose shapes, stickies, author-labelled rejects - and this node is a visible FRAME "Frame 1000003963" of 700x490 (live/3sSzw1KewMtUbeLAv7uW0r__5210-118077.tsv); coverage.mjs counts such a node as genuine by design, because a default name says nobody named it, not that it holds nothing. Its children have not been read, so no status is claimed: needs a Figma read. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Frame 1000003963" 700x490, text: Game | Time | User | Bet Amount | Multiplier | Payout | Safari Slots; beside 12001:365886 Explorer > Gaming (375). -> partial: the Gaming bets table (game, time, user, bet, multiplier, payout) at its full scroll width; built in src/pages/explorer/GamingPage.tsx. Not measured at this cut.
Frame 1000003967 [12001-376676]	partial	-	-	Loose top-level fragment named "Frame 1000003967", 664x50, not a screen and not a component state. Recorded so nobody re-triages it; excluded from the parity denominator. CORRECTED (wave67 cat-status-a, 2026-09-24; code at Skai-Trading fa36d2b9b, no Figma read: the connector was not connected), furniture -> unknown: the verdict above was taken from the name and harvested size alone, which SCHEMA.md's rule does not allow. Furniture is canvas chrome - Directory banners, Breakpoint rulers, loose shapes, stickies, author-labelled rejects - and this node is a visible FRAME "Frame 1000003967" of 664x50 (live/3sSzw1KewMtUbeLAv7uW0r__5210-118077.tsv); coverage.mjs counts such a node as genuine by design, because a default name says nobody named it, not that it holds nothing. Its children have not been read, so no status is claimed: needs a Figma read. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Frame 1000003967" 664x50, text: Address | Voting power | % power | Status | Uptime | Blocks proposed (validator row); beside 12001:376043 Explorer > Addresses (375). -> partial: one row of the validator set (address, voting power, % power, status, uptime, blocks proposed); the validators section is built in src/pages/explorer/ExplorerAddresses.tsx:1-13 from useValidators. Not measured.
section [11998-254527]	partial	-	-	Loose top-level fragment named "section", 708x648, not a screen and not a component state. Recorded so nobody re-triages it; excluded from the parity denominator. CORRECTED (wave67 cat-status-a, 2026-09-24; code at Skai-Trading fa36d2b9b, no Figma read: the connector was not connected), furniture -> unknown: the verdict above was taken from the name and harvested size alone, which SCHEMA.md's rule does not allow. Furniture is canvas chrome - Directory banners, Breakpoint rulers, loose shapes, stickies, author-labelled rejects - and this node is a visible FRAME "section" of 708x648 (live/3sSzw1KewMtUbeLAv7uW0r__5210-118077.tsv); coverage.mjs counts such a node as genuine by design, because a default name says nobody named it, not that it holds nothing. Its children have not been read, so no status is claimed: needs a Figma read. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "section" 708x648, text: (same launchpad table: Frame 269 708x44 head, Frame 270 708x552, Frame 271 708x52 pager); beside 11998:253933 Explorer > Launchpad 1VH (768). -> partial: the Launchpad "Active projects" table; built in src/pages/explorer/LaunchpadPage.tsx:493-615 (heading, rows, empty state, pagination). Not measured at this cut.
Withdraw from vault [12049-413478]	partial	src/pages/YieldVaultDetail.tsx / src/components/defi/vault	-	Component fragment "Withdraw from vault", 708x582: a vault or governance fragment; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Withdraw from vault" 708x582, text: Withdraw to token | Skai USD Coin sUSDC | Amount to withdraw | Max | 500.12 sUSDC Available | $100 | $200; beside 11704:318227 Yield vaults > Sample vault item 1VH (768). -> partial: the yield vault withdraw panel (withdraw to token, amount, Max, available, $100-$1,000 chips); built as DepositWithdrawPanel on src/pages/YieldVaultDetail.tsx; the quick-amount chips are the recorded gap (status.governance-vaults.tsv:38).
Withdraw from vault [12049-413393]	partial	src/pages/YieldVaultDetail.tsx / src/components/defi/vault	-	Component fragment "Withdraw from vault", 343x538: a vault or governance fragment; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Withdraw from vault" 343x538, text: Withdraw to token | Skai USD Coin sUSDC | Amount to withdraw | Max | 500.12 sUSDC Available | $100 | $200; beside 11707:322803 Yield vaults > Sample vault item 1VH (375). -> partial: the yield vault withdraw panel (withdraw to token, amount, Max, available, $100-$1,000 chips); built as DepositWithdrawPanel on src/pages/YieldVaultDetail.tsx; the quick-amount chips are the recorded gap (status.governance-vaults.tsv:38).
section [12001-364997]	partial	-	-	Loose top-level fragment named "section", 343x634, not a screen and not a component state. Recorded so nobody re-triages it; excluded from the parity denominator. CORRECTED (wave67 cat-status-a, 2026-09-24; code at Skai-Trading fa36d2b9b, no Figma read: the connector was not connected), furniture -> unknown: the verdict above was taken from the name and harvested size alone, which SCHEMA.md's rule does not allow. Furniture is canvas chrome - Directory banners, Breakpoint rulers, loose shapes, stickies, author-labelled rejects - and this node is a visible FRAME "section" of 343x634 (live/3sSzw1KewMtUbeLAv7uW0r__5210-118077.tsv); coverage.mjs counts such a node as genuine by design, because a default name says nobody named it, not that it holds nothing. Its children have not been read, so no status is claimed: needs a Figma read. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "section" 343x634, text: (launchpad table at 343: head 343x42, body 343x542, pager 343x50); beside 12001:363043 Explorer > Launchpad (375). -> partial: the Launchpad "Active projects" table; built in src/pages/explorer/LaunchpadPage.tsx:493-615 (heading, rows, empty state, pagination). Not measured at this cut.
Frame 1000003955 [11998-348680]	partial	-	-	Loose top-level fragment named "Frame 1000003955", 343x1022, not a screen and not a component state. Recorded so nobody re-triages it; excluded from the parity denominator. CORRECTED (wave67 cat-status-a, 2026-09-24; code at Skai-Trading fa36d2b9b, no Figma read: the connector was not connected), furniture -> unknown: the verdict above was taken from the name and harvested size alone, which SCHEMA.md's rule does not allow. Furniture is canvas chrome - Directory banners, Breakpoint rulers, loose shapes, stickies, author-labelled rejects - and this node is a visible FRAME "Frame 1000003955" of 343x1022 (live/3sSzw1KewMtUbeLAv7uW0r__5210-118077.tsv); coverage.mjs counts such a node as genuine by design, because a default name says nobody named it, not that it holds nothing. Its children have not been read, so no status is claimed: needs a Figma read. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "Frame 1000003955" 343x1022, text: Address overview | Transfer count | Voting Power | Active age | Unique days active; beside 11998:347934 Explorer > Address > Others (375). -> partial: the Others column; the tab is built as "More" (src/pages/explorer/AddressDetailPage.tsx:1414, :1673-1720: Account, SKAI Points, NFTs, Token transfers). The Address overview card this column opens with (transfer count, voting power, active age, unique days active) is not drawn.
dropdown-yield vaults [11705-320482]	blocked-on-backend	modules/skai-ui/src (DropdownMenu / Select)	-	Component fragment "dropdown-yield vaults", 178x274: a state of the shared dropdown primitive; not this lane's file to edit. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "dropdown-yield vaults" 178x274, text: 1 year | 6 months | 1 month | 1 week | 24 hours | 6 hours | 30 mins; beside 5492:53877 Yield vaults 1VH (1440). -> blocked-on-backend: the open timeframe menu (1 year ... 30 mins) of the yield vault chart. Missing piece: a historical vault series - the contracts expose none (src/pages/YieldVaultDetail.tsx:10) and no vault snapshot relation exists in supabase/migrations.
sidebar [11713-326780]	not-started	src/components/layout (app sidebar)	-	Component fragment "sidebar", 296x943: a state of the app sidebar; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "sidebar" 296x943, text: Search anything... | New chat | Learn | Create new (course or article) | Favorite | Discover | Continue course | Earn | Gauge voting | Yield vaults; beside 11893:101461 Learn > Courses 1VH (375). -> not-started: the sidebar's utilities column (New chat, then Learn, Earn, Gauge voting, Yield vaults, Airdrop, Governance, Explorer and their sub-rows). The sidebar's middle column is section-contextual and the resolver knows home, trade, play, predict and social only (src/components/home-redesign/sidebarSurfaces.ts:58, resolveSidebarSurface :910-915 falls back to the home column), and no sidebar code carries these rows.
sidebar [11713-326890]	not-started	src/components/layout (app sidebar)	-	Component fragment "sidebar", 318x1024: a state of the app sidebar; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "sidebar" 318x1024, text: Search anything... | New chat | Learn | Create new (course or article) | Favorite | Discover | Continue course | Earn | Gauge voting | Yield vaults; beside 11720:328489 Learn > Courses 1VH (768). -> not-started: the sidebar's utilities column (New chat, then Learn, Earn, Gauge voting, Yield vaults, Airdrop, Governance, Explorer and their sub-rows). The sidebar's middle column is section-contextual and the resolver knows home, trade, play, predict and social only (src/components/home-redesign/sidebarSurfaces.ts:58, resolveSidebarSurface :910-915 falls back to the home column), and no sidebar code carries these rows.
sidebar [12097-427937]	not-started	src/components/layout (app sidebar)	-	Component fragment "sidebar", 318x1024: a state of the app sidebar; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "sidebar" 318x1024, text: Search anything... | New chat | Learn | Earn | Gauge voting | Yield vaults | Airdrop; beside 11900:108870 Governance 1VH (768). -> not-started: the sidebar's utilities column (New chat, then Learn, Earn, Gauge voting, Yield vaults, Airdrop, Governance, Explorer and their sub-rows). The sidebar's middle column is section-contextual and the resolver knows home, trade, play, predict and social only (src/components/home-redesign/sidebarSurfaces.ts:58, resolveSidebarSurface :910-915 falls back to the home column), and no sidebar code carries these rows.
sidebar [12166-455749]	not-started	src/components/layout (app sidebar)	-	Component fragment "sidebar", 318x1024: a state of the app sidebar; not this lane's file. FIRST PASS, NOT OPENED THIS WAVE; classified from its name and harvested size only. READ LIVE 2026-09-24 (wave67 cat-status-a; use_figma getNodeByIdAsync, read-only; code at Skai-Trading fa36d2b9b): "sidebar" 318x1024, text: Search anything... | New chat | Learn | Earn | Opportunities | My positions; beside 11972:149758 Earn 1VH (768). -> not-started: the sidebar's utilities column (New chat, then Learn, Earn, Gauge voting, Yield vaults, Airdrop, Governance, Explorer and their sub-rows). The sidebar's middle column is section-contextual and the resolver knows home, trade, play, predict and social only (src/components/home-redesign/sidebarSurfaces.ts:58, resolveSidebarSurface :910-915 falls back to the home column), and no sidebar code carries these rows.
